ID,population,avg_household_size,level_up_access_pop_percent,sex_total_men,sex_total_women,race_hispanic_or_latino,race_not_hispanic_or_latino,race_american_indian_and_alaska_native,race_asian,race_black_or_african_american,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,race_two_or_more,race_two_or_more_excluding_some_ther_and_three_or_more,race_two_or_more_including_some_other,race_white_alone,occupation_population_16_and_over_total,occupation_management_business_science_and_arts,occupation_service,occupation_sales_and_office,occupation_natural_resources_construction_and_maintenance,occupation_production_transporation_and_material_moving,hh_with_computer_and_internet_total,hh_with_computer,hh_with_bb_internet_subscription,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasi,industry_professional_scientific_management_administrative_and_,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_s,industry_other_services_except_public_administration,industry_public_administration,hh_with_income_total,hh_with_income_less_than_10000,hh_with_income_10000-14999,hh_with_income_15000-24999,hh_with_income_25000-34999,hh_with_income_35000-49999,hh_with_income50000-74999,hh_with_income_75000-99999,hh_with_income_100000-149999,hh_with_income_150000-199999,hh_with_income_200000_and_greater,hh_median_income,hh_mean_income,family_structure_hh_total,family_structure_hh_with_one_or_more_under_18,family_structure_hh_with_none_under_18,employment_16_and_over_in_labor_force,employment_employed,employment_unemployed,employment_not_in_labor_force,edu_pop_over_25_less_than_9th_grade,edu_pop_over_25_9th-12th_no_diploma,edu_pop_over_25_high_school_graduate,edu_pop_over_25_some_college_no_degree,edu_pop_over_25_associates_degree,edu_pop_over_25_bachelors_degree,edu_pop_over_25_graduate_or_professional_degree,disability_population_under_18,disability_population_18-64,disability_population_65_and_over,disability_under_18_with_disability,disability_18-64_with_disability,disability_64_and_over_with_disability,citizenship_native_born,citizenship_foreign_born,age_under_5,age_5-9,age_10-14,age_15-19,age_20-24,age_25-34,age_35-44,age_45-54,age_55-59,age_60-64,age_65-74,age_75-84,age_85_and_over
"0500000US46102-Oglala Lakota County,South Dakota",14335,4.97,0.4228894383610032,6989,7346,562,13773,12838,0,12,0,0,308,308,0,615,3469,1219,1101,504,282,363,2820,1636,1368,130,95,72,32,259,35,13,107,89,1465,452,85,635,2820,588,292,340,347,368,393,257,148,22,65,30347,43132,2820,1739,1081,4320,3469,851,5310,4.8,19.1,25.3,30.2,8.7,8.7,3.1,5333,8025,958,250,1313,502,14288,47,1477,1420,1632,1310,1277,2071,1537,1504,637,493,602,315,60
"0500000US46067-Hutchinson County,South Dakota",7315,2.43,0.8074338225209162,3605,3710,166,7149,90,28,0,0,0,103,99,4,6928,3669,1349,590,632,553,545,2862,2245,1962,665,205,367,95,388,196,72,148,177,914,151,154,137,2862,155,129,281,311,389,629,402,349,101,116,54868,70199,2862,754,2108,3818,3669,149,1929,7.7,4.6,33.0,16.4,12.7,19.4,6.1,1778,3814,1488,60,491,518,7263,52,579,459,477,476,331,692,731,820,586,479,728,499,458
"0500000US46041-Dewey County,South Dakota",5779,3.43,0.9460285132382892,2869,2910,58,5721,4495,5,6,0,0,49,49,0,1166,2036,878,323,430,258,147,1667,1022,904,300,142,29,14,176,63,49,95,62,629,137,45,295,1667,212,123,175,140,281,349,169,139,40,39,43954,55560,1667,714,953,2614,2036,578,1242,2.5,11.8,35.6,23.0,11.0,12.2,3.7,2084,3097,552,56,294,209,5767,12,706,575,523,459,413,699,606,650,329,267,338,183,31
"0500000US46065-Hughes County,South Dakota",17617,2.19,0.952413557001027,8610,9007,541,17076,1939,82,56,0,0,434,434,0,14565,9323,4170,1399,2002,1079,673,7479,6316,5983,511,573,355,123,871,340,145,635,707,1736,751,399,2177,7479,412,258,541,786,848,1396,1325,1250,411,252,63564,78049,7479,1949,5530,9524,9323,201,4359,3.0,4.7,27.8,19.5,9.5,25.1,10.4,4219,9732,2650,125,926,952,17415,202,1264,1448,874,977,896,2534,2060,2192,1308,1234,1569,791,470
"0500000US46111-Sanborn County,South Dakota",2388,2.23,0.8600682593856656,1233,1155,87,2301,20,10,0,0,0,21,21,0,2250,1283,469,174,227,174,239,1051,908,824,260,41,194,46,119,98,20,55,32,252,60,46,60,1051,40,42,116,116,121,271,139,97,67,42,54899,75435,1051,272,779,1325,1283,42,578,4.3,4.2,40.0,18.7,13.2,14.6,5.1,528,1383,404,14,132,128,2363,25,180,150,117,93,187,281,257,273,180,221,250,118,81
"0500000US46059-Hand County,South Dakota",3301,2.14,0.7671576308367283,1674,1627,26,3275,0,18,3,0,0,24,24,0,3230,1767,726,210,326,373,132,1518,1266,1129,483,100,76,105,133,82,5,73,102,357,56,144,51,1518,57,106,160,162,235,270,228,192,60,48,52438,72430,1518,421,1097,1780,1767,13,879,2.6,3.8,32.7,23.7,14.0,17.6,5.7,713,1795,738,24,135,270,3297,4,199,250,165,150,198,317,322,394,284,229,336,304,153
"0500000US46135-Yankton County,South Dakota",22717,2.24,0.8586832646620496,11705,11012,953,21764,670,50,346,15,0,503,503,0,20180,11387,3977,1959,2538,937,1976,9359,7946,7118,545,582,2007,317,1524,250,91,775,514,3000,767,499,516,9359,528,495,948,1055,1404,1789,1183,1134,407,416,54694,75993,9359,2626,6733,11750,11387,363,6618,2.7,6.3,33.0,20.3,9.5,17.8,10.4,4822,12756,3789,48,1911,1207,22346,371,1360,1297,1392,1301,1530,2639,2687,3215,1682,1536,2166,1295,617
"0500000US46005-Beadle County,South Dakota",18374,2.28,0.8389963691540671,9460,8914,1803,16571,258,1703,143,8,0,210,210,0,14249,9298,2571,1167,2033,1242,2285,7770,6451,5369,640,521,2163,436,773,543,82,460,474,1822,538,377,469,7770,303,411,679,1265,1125,1738,941,961,190,157,51700,62290,7770,2421,5349,9460,9298,162,4489,9.2,5.6,35.3,17.5,12.5,15.3,4.8,4807,10379,2860,127,993,902,15960,2414,1399,1520,1311,949,883,2688,1910,2033,1078,1562,1541,1001,499
"0500000US46035-Davison County,South Dakota",19901,2.17,0.9175726927939316,9963,9938,568,19333,423,68,160,0,55,517,517,0,18110,10568,3184,1780,2132,1442,2030,8687,7594,7069,443,1029,1878,222,1247,469,166,454,548,2232,1025,492,363,8687,532,425,908,986,1595,1556,994,1110,320,261,47772,66661,8687,2290,6397,10893,10568,325,4950,2.7,5.6,30.6,23.0,14.1,17.8,6.1,4462,11774,3336,201,1164,1402,19646,255,1144,1256,1256,1415,1390,2557,2349,2329,1269,1411,1735,1114,676
"0500000US46073-Jerauld County,South Dakota",2029,2.17,0.8658718330849479,996,1033,37,1992,21,0,0,0,0,20,20,0,1951,973,311,125,204,128,205,917,742,658,212,56,110,19,114,77,3,71,43,154,28,50,36,917,35,55,74,122,175,177,71,132,21,55,49519,86291,917,197,720,976,973,3,654,5.8,5.4,40.8,16.8,10.4,14.9,5.8,429,1049,508,1,109,139,1971,58,101,161,121,98,55,172,197,181,226,169,257,192,99
"0500000US46117-Stanley County,South Dakota",2997,2.37,0.8979987088444158,1549,1448,72,2925,290,0,0,35,0,73,73,0,2527,1702,733,232,263,247,227,1264,1044,1036,177,166,29,102,197,72,26,190,88,381,63,26,185,1264,47,36,57,99,133,314,177,222,78,101,71763,86935,1264,471,793,1730,1702,28,546,2.4,3.5,33.1,17.4,12.4,17.5,13.8,758,1671,549,0,100,162,2984,13,224,227,218,126,122,328,373,385,175,270,375,139,35
"0500000US46023-Charles Mix County,South Dakota",9344,2.88,0.3646147223417994,4693,4651,311,9033,2751,13,7,3,6,365,365,0,5888,3894,1313,935,752,472,422,3144,2354,1970,513,272,126,103,438,199,50,167,152,972,438,223,241,3144,274,198,360,352,468,634,328,331,132,67,46389,60837,3144,929,2215,4180,3894,286,2730,4.2,7.9,38.2,20.2,12.0,13.8,3.7,2744,4821,1523,144,646,567,9308,36,773,745,809,729,543,951,897,1010,666,523,828,537,333
"0500000US46091-Marshall County,South Dakota",4895,2.59,0.8468085106382979,2527,2368,455,4440,340,2,23,0,2,50,50,0,4023,2488,885,379,458,389,377,1862,1637,1383,508,159,371,56,272,62,25,93,59,532,168,64,119,1862,91,80,153,163,228,433,240,323,91,60,63594,74594,1862,519,1343,2527,2488,39,1208,3.4,4.5,32.4,20.4,15.3,18.7,5.3,1309,2564,956,23,171,336,4678,217,458,318,329,332,188,583,461,528,341,378,550,301,128
"0500000US46101-Moody County,South Dakota",6506,2.34,0.9332420924574208,3302,3204,276,6230,792,164,6,0,0,261,261,0,5007,3263,1078,674,614,435,462,2636,2257,1998,324,201,412,57,250,215,22,179,134,750,331,262,126,2636,172,94,222,287,320,590,377,368,80,126,58167,73255,2636,751,1885,3417,3263,154,1615,3.9,5.6,32.8,25.9,10.8,16.4,4.6,1636,3700,1114,73,305,343,6319,187,437,492,451,395,306,739,659,869,562,426,618,431,121
"0500000US46121-Todd County,South Dakota",10146,3.74,0.029379974452196124,4979,5167,437,9709,8219,154,18,0,0,484,484,0,834,2576,965,587,539,223,262,2703,1674,1172,241,59,0,28,298,60,14,142,81,960,191,47,455,2703,789,253,330,330,298,353,195,82,16,57,24257,37546,2703,1386,1317,2967,2576,391,3507,3.3,18.8,29.5,27.3,5.2,9.4,6.4,4089,5264,761,76,554,286,9949,197,1251,1148,1071,936,781,1372,1077,929,397,423,486,204,71
"0500000US46085-Lyman County,South Dakota",3869,2.71,0.6567045755091245,2017,1852,93,3776,1536,19,3,5,0,44,44,0,2169,1759,661,292,388,261,157,1404,1157,986,352,97,5,40,201,67,12,45,55,468,161,45,211,1404,107,42,146,157,199,350,206,139,30,28,53263,60510,1404,516,888,1885,1759,126,996,3.2,6.7,38.1,23.8,8.5,14.6,5.2,1113,2135,593,26,152,221,3843,26,334,306,288,277,264,426,456,387,250,288,325,177,91
"0500000US46115-Spink County,South Dakota",6543,2.42,0.8172835633626098,3280,3263,200,6343,111,0,5,13,5,74,74,0,6135,3247,1184,585,611,437,430,2635,2231,2051,598,161,162,143,354,192,12,117,102,786,232,175,213,2635,101,90,220,313,489,532,315,271,152,152,52729,80654,2635,714,1921,3320,3247,73,1864,4.4,4.7,36.5,20.1,12.2,16.9,5.3,1563,3600,1248,58,335,435,6492,51,401,392,454,511,321,684,636,772,570,479,630,454,239
"0500000US46011-Brookings County,South Dakota",34239,2.39,0.9789890811642956,17538,16701,1011,33228,351,955,485,8,0,456,450,6,30973,19359,7006,3561,3864,1958,2970,12764,11881,10373,1204,1093,3942,492,2034,663,89,636,897,4894,2200,715,500,12764,722,771,1244,1077,1846,2267,1996,2006,440,395,56370,71335,12764,3204,9560,20053,19359,694,7983,1.4,3.1,28.6,18.3,9.3,25.3,13.9,6944,23414,3749,202,1797,1120,32129,2110,2127,1946,1795,3925,6301,4692,3245,3107,1540,1738,2130,1228,465
"0500000US46057-Hamlin County,South Dakota",6000,2.62,0.9467878001297858,3091,2909,260,5740,24,16,15,0,0,62,62,0,5623,2855,932,360,515,500,548,2215,1976,1575,372,327,475,130,310,117,22,129,101,580,95,134,63,2215,36,77,129,152,341,623,436,275,75,71,65050,75699,2215,801,1414,2914,2855,59,1395,3.1,5.6,42.3,16.9,11.8,15.7,4.7,1884,3120,836,55,241,261,5792,208,554,487,543,431,314,653,639,667,413,333,514,344,108
"0500000US47119-Maury County,Tennessee",89776,2.64,0.9071403374073996,43111,46665,5086,84690,246,833,10376,11,198,1622,1622,0,71404,42042,13814,6944,9734,4478,7072,33572,29850,26623,261,2975,5794,915,5823,2036,692,2664,4032,9929,3063,2060,1798,33572,1843,1441,3529,3497,4967,6779,4735,4479,1192,1110,54249,71001,33572,11252,22320,44329,42042,2287,26502,3.9,6.7,35.8,21.7,10.1,14.6,7.3,20901,54456,13308,725,7138,4678,86220,3556,5951,5682,6016,5171,5102,12002,11644,11852,6712,5928,8372,3899,1445
"0500000US47173-Union County,Tennessee",19293,2.68,0.7451805117420259,9556,9737,303,18990,6,33,86,44,0,219,219,0,18602,7209,1505,1253,1532,1218,1701,7126,5863,4460,120,922,1144,165,899,612,119,268,518,1538,536,206,162,7126,661,498,803,1028,1145,1494,621,545,143,188,41352,57030,7126,2509,4617,7885,7209,676,7679,11.0,12.8,46.0,16.0,5.7,5.2,3.4,4222,11596,3301,323,2023,1264,19162,131,1066,1125,1307,1155,1025,2256,2307,2791,1538,1353,2123,966,281
"0500000US47125-Montgomery County,Tennessee",196387,2.74,0.9203403049921288,98123,98264,19483,176904,972,4325,37580,689,769,7174,7022,152,125395,80066,26008,14556,18141,7683,13678,70303,64117,58984,410,5326,9776,1570,9842,4528,1219,4143,7249,17606,8040,3366,6991,70303,4896,2328,5953,7256,10607,15242,9931,9268,2794,2028,55972,69362,70303,28917,41386,86151,80066,6085,49726,2.2,5.4,29.1,26.6,9.6,18.3,9.0,52929,112527,17010,2474,17074,7174,186935,9452,16696,14697,13965,12447,17481,37827,25864,21845,9506,8563,10781,4995,1720
"0500000US47043-Dickson County,Tennessee",51988,2.7,0.7400645065618744,25458,26530,1783,50205,191,271,2150,0,70,891,864,27,46632,22818,6835,3508,5299,2887,4289,18978,15183,13475,170,2294,3507,326,2765,1327,297,1281,1784,5035,1857,1153,1022,18978,1305,1022,2004,2009,3032,3594,2512,2224,641,635,50549,67864,18978,5670,13308,23764,22818,946,17416,5.5,11.5,41.2,20.4,6.0,9.7,5.7,12265,31319,7968,596,4592,3227,50971,1017,3200,2914,3923,3391,3002,6523,6498,7491,3729,3266,4887,2366,798
"0500000US47061-Grundy County,Tennessee",13331,2.72,0.8749534519997021,6571,6760,164,13167,118,25,89,6,9,1770,1770,0,11150,4756,1118,795,673,812,1358,4838,3643,3095,324,363,1273,59,418,260,29,93,130,1036,266,303,202,4838,601,505,679,541,856,698,452,276,179,51,36987,49744,4838,1566,3272,5199,4756,443,5541,12.8,11.5,42.1,13.8,7.6,7.0,5.1,2957,7599,2596,217,1706,1336,13249,82,758,813,860,802,759,1460,1585,1751,1068,754,1647,919,155
"0500000US47123-Monroe County,Tennessee",45876,2.56,0.7439682028144806,22701,23175,1975,43901,352,187,935,0,0,623,604,19,41804,17042,4168,2905,3370,1914,4685,17694,13921,12433,245,1319,4523,220,2185,1017,271,579,1225,3438,1088,371,561,17694,1310,1499,2680,2548,2512,3127,1897,1636,283,202,38327,53286,17694,5431,12263,18764,17042,1722,18439,9.3,11.8,40.2,18.3,7.7,8.6,4.2,9915,26356,9097,753,4704,3752,44541,1335,2612,2646,2836,2919,2494,4963,5348,6218,3276,3207,5911,2583,863
"0500000US47079-Henry County,Tennessee",32279,2.37,0.8467769361570567,15554,16725,803,31476,47,81,2736,0,0,396,390,6,28216,12437,3421,1972,2687,1322,3035,13406,11164,9627,470,757,2269,313,1869,929,200,535,534,2556,948,590,467,13406,1071,1037,1995,1831,2039,2562,1296,1050,339,186,40837,53556,13406,3769,9637,13335,12437,898,12905,4.9,9.1,47.2,17.3,4.5,10.1,7.0,6737,18058,6997,417,3747,2677,31858,421,1699,1983,1881,1770,1600,3302,3708,4389,2460,2280,4235,2363,609
"0500000US47029-Cocke County,Tennessee",35336,2.47,0.7500833240751028,17105,18231,807,34529,225,0,585,10,0,710,710,0,32999,13973,3067,3706,2747,1310,3143,14181,10370,8215,90,737,2559,164,1694,887,125,675,833,2847,2097,709,556,14181,1763,1410,2407,1791,1978,1943,1446,1119,194,130,33614,48622,14181,3803,10378,15530,13973,1557,13427,8.4,13.1,45.4,16.9,5.5,6.8,4.0,7345,20678,7027,532,4510,3184,35118,218,1809,1888,2366,1938,1927,3699,4095,5027,2565,2861,4427,2181,553
"0500000US47033-Crockett County,Tennessee",14499,2.68,0.6569219957835559,6907,7592,1515,12984,22,51,1911,0,16,229,229,0,10755,6085,1726,880,1234,812,1433,5335,4177,3557,307,406,1080,106,801,452,51,287,357,1434,323,205,276,5335,404,406,731,693,829,993,605,471,122,81,42047,55463,5335,1696,3639,6418,6085,333,4946,6.8,12.0,41.9,20.6,5.6,7.6,5.4,3491,8314,2478,164,1500,1041,13883,616,884,1082,973,896,818,1736,1655,1920,979,911,1545,743,357
"0500000US47041-DeKalb County,Tennessee",19601,2.58,0.7791009810142028,9750,9851,1574,18027,0,158,266,15,0,276,276,0,17312,7931,2781,778,1398,673,2301,7487,5800,5209,184,627,2170,528,636,323,128,209,468,1785,386,193,294,7487,668,453,1093,785,1190,1305,751,791,294,157,44134,64331,7487,2312,5175,8359,7931,428,7476,6.8,13.2,42.2,15.8,6.3,10.6,5.0,4228,11718,3415,122,1722,1299,18402,1199,1078,1235,1120,1179,1031,2372,2512,2732,1374,1441,2182,948,397
"0500000US47093-Knox County,Tennessee",456185,2.43,0.9810124832822676,221667,234518,18777,437408,1108,9983,39963,177,706,8886,8682,204,376585,226894,92670,38206,55802,15677,24539,183318,163398,147784,1043,12842,17269,7015,31166,11019,5520,13805,29316,57231,23238,9833,7597,183318,13493,9094,19231,18795,23918,31893,23396,24057,9800,9641,54437,76945,183318,52525,130793,238383,226894,11489,131575,2.7,6.3,25.8,20.6,7.9,22.1,14.6,96719,288535,67289,3632,29590,23460,433744,22441,26296,27351,26741,30427,41279,61529,56789,59577,29605,27518,40633,20126,8314
"0500000US47101-Lewis County,Tennessee",11956,2.46,0.7232933388498138,5735,6221,268,11688,0,83,195,0,12,228,228,0,11170,4941,1335,852,1007,513,1234,4758,3383,2733,97,425,1223,176,475,129,58,361,175,1269,211,217,125,4758,222,416,682,721,934,746,504,376,78,79,37139,52639,4758,1350,3408,5133,4941,192,4448,4.8,10.6,41.3,23.6,8.3,8.4,3.1,2677,6719,2376,93,1237,837,11856,100,657,771,754,616,718,1291,1352,1528,742,1059,1524,818,126
"0500000US47107-McMinn County,Tennessee",52773,2.53,0.7525932260103357,25537,27236,2041,50732,135,396,1963,26,17,1018,1018,0,47177,21141,5797,3528,4092,1969,5755,20427,16139,14059,325,1324,5462,268,2828,1159,192,721,1218,4073,2119,814,638,20427,2108,1563,2851,2367,2895,3519,2063,2175,615,271,41398,58593,20427,6130,14297,22723,21141,1582,19913,5.5,9.8,42.6,18.6,7.8,10.4,5.4,11284,30927,9757,605,5207,4055,51452,1321,2864,2878,3534,3298,2987,6005,6415,7245,3993,3446,5939,3308,861
"0500000US47117-Marshall County,Tennessee",32269,2.58,0.7439269193844006,15877,16392,1643,30626,0,103,2367,0,200,461,450,11,27495,14297,3582,2004,3177,1689,3845,12335,10347,8682,190,1092,3740,206,1578,686,122,853,1295,2588,936,455,556,12335,787,493,1493,1320,2139,2674,1464,1314,386,265,49370,62886,12335,4249,8086,15246,14297,949,10355,5.7,9.5,42.2,20.3,7.9,10.1,4.3,7655,19358,4899,368,2906,2023,31301,968,1890,2288,2013,2151,1769,3959,4250,4484,2149,2282,3126,1427,481
"0500000US47131-Obion County,Tennessee",30520,2.36,0.7574911037946057,14647,15873,1285,29235,72,113,3039,11,24,590,590,0,25386,12747,3616,2302,2651,1163,3015,12715,10438,8997,352,882,2598,243,1698,654,129,520,833,2639,1016,605,578,12715,1322,1040,1692,1613,1869,2265,1429,1047,206,232,39866,54843,12715,3835,8880,13610,12747,863,10957,7.3,9.3,44.8,18.4,5.2,9.8,5.2,6692,17653,5762,359,3523,2580,29974,546,1736,1663,2047,2071,1631,3169,3716,4133,2355,2020,3467,1770,742
"0500000US47143-Rhea County,Tennessee",32628,2.57,0.6807368770163114,16106,16522,1614,31014,31,109,727,0,0,590,586,4,29557,13217,3355,2543,2542,1620,3157,12342,9774,8106,284,926,2905,136,1529,1141,210,566,740,2524,1141,610,505,12342,1294,947,1586,1783,1823,1874,1274,1134,322,305,39451,55770,12342,3603,8739,14317,13217,1100,11535,8.0,13.7,37.1,19.3,6.7,9.9,5.3,7588,19042,5636,413,3992,2207,31696,932,2048,2106,2152,2115,2153,3783,3727,4362,2368,1965,3536,1793,520
"0500000US47167-Tipton County,Tennessee",61446,2.85,0.8899819802269517,30240,31206,1675,59771,196,402,11092,94,60,1285,1259,26,46642,27266,8029,4384,6579,3564,4710,21325,18524,15842,248,2288,3504,1125,3381,1970,190,1273,2611,5896,1667,1356,1757,21325,1558,1004,1750,2026,2812,3767,3122,3369,1096,821,60167,75662,21325,8230,13095,29545,27266,2279,18210,4.0,9.1,38.5,24.2,7.5,10.2,6.5,15386,36914,8258,989,5133,3550,60446,1000,3791,4540,4194,4503,3614,7784,7760,8754,4610,3427,5197,2421,851
"0500000US47001-Anderson County,Tennessee",75775,2.45,0.9647686971433026,36904,38871,2120,73655,376,1018,2470,29,145,1926,1917,9,67691,32986,11122,6236,7167,3242,5219,30483,25431,23228,221,2314,3954,437,3538,1605,349,1833,5678,6879,2645,1962,1571,30483,2042,1721,4044,3494,4091,5406,3695,3498,1492,1000,49376,67624,30483,8670,21813,35100,32986,2114,26491,5.5,7.8,33.1,23.0,7.2,12.8,10.6,15981,44597,14284,922,7784,5451,73142,2633,4075,4674,4372,4341,4340,8830,8970,10358,5777,5307,8378,4621,1732
"0500000US47045-Dyer County,Tennessee",37576,2.44,0.9056486988347372,18157,19419,1254,36322,173,282,4806,53,6,892,881,11,30110,15976,4717,2745,3251,1247,4016,15180,12534,11302,125,1011,3980,418,1653,609,72,709,705,3873,1273,781,767,15180,1304,905,2108,1986,2100,2911,1513,1509,427,417,43762,62859,15180,5148,10032,17309,15976,1333,12196,7.3,10.0,37.3,20.0,8.4,11.1,5.8,9006,21909,6142,372,4324,2538,36854,722,2247,2369,2734,2589,2172,4355,4628,5218,2907,2016,3725,1732,884
"0500000US47049-Fentress County,Tennessee",17994,2.41,0.9870964258719359,8893,9101,269,17725,32,112,30,0,0,165,165,0,17386,6640,1499,1710,1163,1079,1189,7403,5599,4726,460,663,882,173,799,341,42,234,336,1801,450,281,178,7403,967,575,1078,1071,1432,1066,681,372,74,87,35084,45425,7403,2178,5225,7137,6640,497,7335,9.7,10.5,44.3,16.2,5.7,9.1,4.5,3910,10285,3623,317,2250,1701,17839,155,1063,990,1120,1162,923,1768,1971,2520,1413,1335,2382,1090,257
"0500000US47053-Gibson County,Tennessee",49175,2.5,0.7422506258522785,23688,25487,1317,47858,157,159,8685,39,68,980,889,91,37770,19867,6002,3391,4458,1839,4177,19223,15697,13480,396,1322,3628,539,2428,1083,343,1080,1236,4485,1411,961,955,19223,1793,1373,2614,2270,3013,3407,1928,2111,312,402,41886,56155,19223,6291,12932,21266,19867,1399,17388,5.8,9.3,38.8,21.6,6.6,11.3,6.5,11918,27907,8149,869,4619,3861,48608,567,3161,3241,3315,3372,2851,5632,5978,6490,3474,2943,4795,2754,1169
"0500000US47065-Hamilton County,Tennessee",357546,2.46,0.9858400920067756,172447,185099,19538,338008,603,7114,68493,111,504,6486,6320,166,254697,169798,64095,27679,41008,12346,24670,140890,121197,109793,429,9425,21837,3937,20105,11579,2379,14468,16751,38333,16796,8852,4907,140890,9160,7797,15224,14980,19812,25515,16063,18451,6370,7518,53035,75518,140890,36620,104270,179763,169798,9965,110832,3.5,7.3,27.5,22.0,8.5,20.1,11.1,74773,219999,58666,2750,25782,21363,339706,17840,20718,21014,20948,21156,23240,50656,44469,46843,24056,24188,34462,17843,7953
"0500000US47105-Loudon County,Tennessee",51610,2.53,0.9079458439684829,25234,26376,4393,47217,73,371,502,0,42,793,793,0,45436,20653,6031,3790,4317,2220,4295,20215,17502,15454,453,1600,3681,427,2595,1368,218,902,2243,3825,1731,996,614,20215,937,1039,1819,2272,2566,4604,2708,2678,816,776,56078,74705,20215,5153,15062,21833,20653,1180,20817,6.1,8.2,33.8,19.1,6.5,16.4,9.9,10250,28063,12959,421,3514,3844,47866,3744,2695,2875,2873,2810,2593,5001,5461,6444,3598,4125,7896,4068,1171
"0500000US47149-Rutherford County,Tennessee",307128,2.76,0.9513619906642471,151446,155682,23900,283228,639,9806,43527,32,310,8829,8417,412,220085,161242,56807,25008,38025,13197,28205,109468,102123,91089,708,10295,21697,5082,19682,9787,4201,10715,14689,35256,15446,7684,6000,109468,4869,3294,7540,9625,16137,23197,17395,17172,5923,4316,63846,78851,109468,40346,69122,169438,161242,8196,69083,2.9,5.8,28.3,23.0,8.0,22.3,9.7,76386,198357,29921,3168,18968,10540,285318,21810,20275,22251,21031,22224,29543,45005,43509,40369,17944,14405,19289,8395,2888
"0500000US47159-Smith County,Tennessee",19458,2.54,0.8082456836673944,9675,9783,511,18947,88,20,512,0,23,204,199,5,18100,8792,2527,1481,1957,819,2008,7584,6049,5375,211,642,1737,277,1084,565,97,359,548,1726,682,358,506,7584,538,485,902,905,1299,1383,867,822,193,190,46404,67641,7584,2454,5130,9125,8792,333,6377,6.9,7.9,46.9,18.1,7.8,7.3,5.0,4504,11681,3059,245,1920,1197,19185,273,1082,1284,1276,1269,1102,2267,2251,3011,1491,1288,1974,879,284
"0500000US47189-Wilson County,Tennessee",132663,2.68,0.9516139067674164,65056,67607,5372,127291,269,1985,9253,69,84,2124,2025,99,113507,66073,25660,9117,16914,5310,9072,48841,44456,40955,330,4387,6519,2808,8270,4427,1325,5270,6961,12548,6637,3618,2973,48841,1858,1521,3063,4125,6044,9193,7185,9033,3696,3123,71513,87807,48841,18190,30651,68760,66073,2687,35656,3.0,5.9,29.9,22.3,8.3,21.2,9.4,31794,80224,19586,1337,8875,6747,126290,6373,7966,9273,8967,8546,6963,15356,18353,19616,9200,8392,12753,5737,1541
"0500000US47177-Warren County,Tennessee",40454,2.54,0.8953144684562457,20091,20363,3612,36842,134,234,569,115,17,1172,1168,4,34601,16895,4381,2444,2949,2350,4771,15655,12162,10712,757,1265,4427,404,1805,714,262,661,1057,3110,977,716,740,15655,1529,1475,2044,2006,2526,2719,1463,1274,252,367,37715,54492,15655,5094,10561,17994,16895,1099,13985,7.8,13.1,43.0,16.8,5.3,8.5,5.5,9611,23586,6725,673,4479,3062,38261,2193,2432,2596,2899,2508,2298,4814,5254,5362,2604,2758,4090,2175,664
"0500000US47179-Washington County,Tennessee",127055,2.3,0.9754357487922706,61851,65204,4273,122782,311,1970,5084,5,53,2441,2390,51,112918,58720,22790,11005,12703,4698,7524,53190,46393,42416,509,2936,6840,1273,7677,1882,1001,2849,5256,17343,6232,3183,1739,53190,4306,3203,7058,6124,7386,9933,5900,5474,1846,1960,46752,65921,53190,14175,39015,61683,58720,2963,43440,4.0,7.4,28.8,20.9,6.7,19.3,13.1,24665,79237,21376,1188,12795,9007,121935,5120,6506,6623,7307,8464,11380,15697,15312,16716,8242,8581,13061,6648,2518
"0500000US47005-Benton County,Tennessee",16112,2.35,0.36120049504950497,7887,8225,277,15835,69,8,511,0,0,267,258,9,14980,5627,1287,997,1281,626,1436,6786,5029,4077,75,420,1088,40,798,484,80,269,379,923,410,315,346,6786,832,584,1164,909,1075,1041,559,354,135,133,33125,47388,6786,1467,5319,6106,5627,479,7271,6.7,12.5,46.5,17.6,4.2,8.0,4.5,3078,9099,3783,396,2051,1850,15931,181,741,800,907,1035,806,1447,1829,2278,1168,1252,2286,1064,499
"0500000US47013-Campbell County,Tennessee",39687,2.42,0.8380101400532102,19306,20381,490,39197,161,155,128,0,12,419,419,0,38322,15286,3937,2615,3304,2460,2970,16172,11676,9504,292,1729,2304,340,1664,751,122,556,1333,3603,1305,758,529,16172,1727,1430,2403,1781,2591,2779,1722,1163,320,256,38170,54697,16172,5176,10996,16729,15286,1443,15666,9.7,14.7,40.9,17.5,5.2,7.4,4.5,8216,23288,7618,491,5506,3816,39401,286,2187,2126,2427,2199,2208,4500,4818,5670,3060,2462,4677,2601,752
